id,lang,stage,difficulty,prompt_type,bleu1,bleu4,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,geval_overall
PR-EN-001-fe,en,problem_finding,,few_shot,25.960026102380162,1.8760191497604555,0.22222222222222224,0.05555555555555555,0.22222222222222224,0.8837494254112244,0.8656142354011536,0.8745878338813782,4.2
PR-EN-002-fe,en,problem_finding,,few_shot,38.94003915357025,7.807600458049284,0.3703703703703704,0.2777777777777778,0.3684210526315789,0.8989540934562683,0.8688258528709412,0.8816860914230347,3.8
PR-EN-003-fe,en,problem_finding,,few_shot,52.76331810218101,9.324143609786699,0.46153846153846156,0.32432432432432434,0.46153846153846156,0.9091598391532898,0.8814991116523743,0.895115852355957,4.2
PR-EN-004-fe,en,problem_finding,,few_shot,38.94003915357025,7.807600458049284,0.3703703703703704,0.2777777777777778,0.3684210526315789,0.8989540934562683,0.8688258528709412,0.8816860914230347,4.2
PR-EN-005-fe,en,problem_finding,,few_shot,38.94003915357025,7.807600458049284,0.3703703703703704,0.2777777777777778,0.3684210526315789,0.8989540934562683,0.8688258528709412,0.8816860914230347,3.6
PR-EN-006-fe,en,problem_generating,easy,few_shot,37.5,5.154337627145954,0.46153846153846156,0.16,0.34615384615384615,0.908316969871521,0.9277107119560242,0.9179114103317261,4.6
PR-EN-007-fe,en,problem_generating,easy,few_shot,37.93103448275862,14.66991834074183,0.4912280701754386,0.2181818181818182,0.3859649122807018,0.906130313873291,0.9333166480064392,0.9195225834846497,4.2
PR-EN-008-fe,en,problem_generating,easy,few_shot,22.22222222222222,6.877439247346581,0.3287671232876712,0.14084507042253522,0.24,0.8629059791564941,0.9007799625396729,0.8814363479614258,4.6
PR-EN-009-fe,en,problem_generating,easy,few_shot,28.125,2.1370288986214203,0.45901639344262296,0.20338983050847456,0.303030303030303,0.8900703191757202,0.9202877283096313,0.9049268364906311,4.2
PR-EN-010-fe,en,problem_generating,easy,few_shot,33.33333333333333,5.406964703993758,0.4642857142857143,0.25925925925925924,0.3571428571428571,0.9140170216560364,0.9313018321990967,0.9225785136222839,3.6
PR-EN-011-fe,en,problem_generating,intermediate,few_shot,21.311475409836063,7.064775665734777,0.2828282828282828,0.08247422680412371,0.19354838709677422,0.8459613919258118,0.8861450552940369,0.8651575446128845,4.6
PR-EN-012-fe,en,problem_generating,intermediate,few_shot,33.33333333333333,9.598524129805773,0.3287671232876712,0.14705882352941177,0.273972602739726,0.8781545758247375,0.8853248357772827,0.8817250728607178,4.6
PR-EN-013-fe,en,problem_generating,intermediate,few_shot,21.666666666666668,7.185584827348047,0.276595744680851,0.08695652173913043,0.25531914893617025,0.8532341718673706,0.8924825191497803,0.872417151927948,4.6
PR-EN-014-fe,en,problem_generating,intermediate,few_shot,27.083333333333332,3.248429723773907,0.3373493975903614,0.1111111111111111,0.24096385542168677,0.8679029941558838,0.8810291290283203,0.8744168281555176,4.6
PR-EN-015-fe,en,problem_generating,intermediate,few_shot,27.27272727272727,3.093900910018495,0.29545454545454547,0.11627906976744186,0.2727272727272727,0.8564220070838928,0.8922020792961121,0.8739460110664368,4.6
PR-EN-016-fe,en,problem_generating,advanced,few_shot,37.142857142857146,6.169005068997401,0.35897435897435903,0.17647058823529413,0.3142857142857143,0.8677194118499756,0.8645463585853577,0.866129994392395,4.6
PR-EN-017-fe,en,problem_generating,advanced,few_shot,37.142857142857146,4.510224045575923,0.3380281690140845,0.08695652173913045,0.22535211267605634,0.8554888963699341,0.8595812320709229,0.8575301766395569,4.6
PR-EN-018-fe,en,problem_generating,advanced,few_shot,32.0,1.8446700582650288,0.3157894736842105,0.06818181818181818,0.20689655172413793,0.8438971042633057,0.8547042608261108,0.8486549854278564,4.6
PR-EN-019-fe,en,problem_generating,advanced,few_shot,28.846153846153843,2.884816726130753,0.2745098039215686,0.10526315789473685,0.21276595744680848,0.84199059009552,0.8728866577148438,0.8564960956573486,4.6
PR-EN-020-fe,en,problem_generating,advanced,few_shot,30.18867924528302,2.8747856009761334,0.288659793814433,0.06896551724137931,0.2696629213483146,0.8517444729804993,0.8557381629943848,0.8537366986274719,4.6
