id,lang,stage,difficulty,prompt_type,bleu1,bleu4,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,geval_overall
PR-EN-001-ze,en,problem_finding,,zero_shot,37.040911034085894,2.338010850764664,0.3448275862068966,0.0,0.27586206896551724,0.8961726427078247,0.8729467988014221,0.8844072222709656,4.2
PR-EN-002-fe,en,problem_finding,,few_shot,53.669257520043864,4.532931884180109,0.2580645161290323,0.08695652173913043,0.2580645161290323,0.894207239151001,0.889661967754364,0.8876986503601074,4.2
PR-EN-003-co,en,problem_finding,,cot,51.857275447720255,10.584219674167342,0.41379310344827586,0.2222222222222222,0.41379310344827586,0.9160894155502319,0.8928084373474121,0.9042991399765015,3.6
PR-EN-004-dr,en,problem_finding,,draft_critique_revise,51.857275447720255,10.584219674167342,0.41379310344827586,0.2222222222222222,0.41379310344827586,0.9160894155502319,0.8928084373474121,0.9042991399765015,3.6
PR-EN-005-ze,en,problem_exploring,,zero_shot,55.00000000000001,20.313747122261766,0.5263157894736842,0.27777777777777773,0.4736842105263158,0.9218524098396301,0.9349502325057983,0.926590621471405,4.6
PR-EN-006-fe,en,problem_exploring,,few_shot,52.76331810218101,21.188545090327654,0.5161290322580646,0.27586206896551724,0.45161290322580644,0.9419422745704651,0.8972041606903076,0.9190291166305542,4.2
PR-EN-007-co,en,problem_exploring,,cot,65.95414762772626,23.689513583146024,0.5806451612903226,0.3448275862068966,0.5161290322580646,0.9472079873085022,0.898928165435791,0.9212096929550171,4.6
PR-EN-008-dr,en,problem_exploring,,draft_critique_revise,80.0,33.88714363186177,0.6666666666666666,0.3870967741935484,0.606060606060606,0.9504108428955078,0.944156289100647,0.9472732543945312,4.6
PR-EN-009-ze,en,problem_generating,easy,zero_shot,40.0,19.03577847665721,0.3943661971830986,0.2028985507246377,0.3380281690140845,0.8804558515548706,0.9026644825935364,0.8914218544960022,4.6
PR-EN-010-fe,en,problem_generating,easy,few_shot,35.13513513513514,5.351469339255669,0.32352941176470584,0.15151515151515152,0.29411764705882354,0.8909200429916382,0.9048053622245789,0.8972564935684204,4.6
PR-EN-011-co,en,problem_generating,easy,cot,36.84210526315789,9.868209342887882,0.31884057971014496,0.1492537313432836,0.2318840579710145,0.869556725025177,0.8912144899368286,0.8802523612976074,4.6
PR-EN-012-dr,en,problem_generating,easy,draft_critique_revise,34.99999999999999,8.938291812369513,0.34782608695652173,0.1492537313432836,0.2318840579710145,0.8696356415748596,0.8911144733428955,0.8802440762519836,4.6
PR-EN-013-ze,en,problem_generating,intermediate,zero_shot,39.02439024390244,16.76495122493199,0.37837837837837834,0.22222222222222224,0.32432432432432434,0.8898059129714966,0.9031209945678711,0.8964139819145203,4.6
PR-EN-014-fe,en,problem_generating,intermediate,few_shot,40.476190476190474,4.2175990918173225,0.4235294117647059,0.14457831325301204,0.27848101265822783,0.8670020699501038,0.8904364705085754,0.8785630464553833,4.6
PR-EN-015-co,en,problem_generating,intermediate,cot,38.88888888888889,4.717193153042003,0.34285714285714286,0.11764705882352941,0.2857142857142857,0.87978196144104,0.8896652460098267,0.8846960067749023,4.6
PR-EN-016-dr,en,problem_generating,intermediate,draft_critique_revise,40.54054054054054,9.863022371664867,0.42105263157894735,0.13513513513513511,0.2894736842105264,0.8792383670806885,0.889514684677124,0.8814983367919922,4.6
PR-EN-017-ze,en,problem_generating,advanced,zero_shot,38.18181818181819,4.50117505826319,0.36065573770491804,0.10909090909090909,0.2142857142857143,0.8516557216644287,0.8644083738327026,0.8579846620559692,4.6
PR-EN-018-fe,en,problem_generating,advanced,few_shot,34.81452848874335,1.4924942612372945,0.3119266055045872,0.038095238095238106,0.2222222222222222,0.84488844871521,0.8541340827941895,0.8491549491882324,4.6
PR-EN-019-co,en,problem_generating,advanced,cot,38.46153846153847,3.2670148299597246,0.35211267605633806,0.1142857142857143,0.2142857142857143,0.8472900390625,0.8578721284866333,0.8501619696617126,4.6
PR-EN-020-dr,en,problem_generating,advanced,draft_critique_revise,33.33333333333333,2.955622941561162,0.3206106870229008,0.09302325581395349,0.1984732824427481,0.8371216654777527,0.8539286851882935,0.8446612358093262,4.6
