id,item_group_id,lang,stage,difficulty,prompt_type,knowledge_mode,bleu1,bleu4,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,geval_overall
PR-EN-001-fe-base,PR-EN-001-fe,en,problem_finding,,few_shot,none,47.42004099148442,20.94181156631843,0.3529411764705882,0.18749999999999997,0.3529411764705882,0.9178829789161682,0.8975671529769897,0.901767909526825,4
PR-EN-001-fe-kg,PR-EN-001-fe,en,problem_finding,,few_shot,kg,49.44304726503327,8.094327958455121,0.3448275862068966,0.14285714285714285,0.2857142857142857,0.9080339670181274,0.8948403596878052,0.8972029685974121,4.0
PR-EN-002-fe-base,PR-EN-002-fe,en,problem_finding,,few_shot,none,42.15114754798614,7.646868393263466,0.29411764705882354,0.14814814814814817,0.29411764705882354,0.9099187850952148,0.8955038189888,0.9018375873565674,3.8
PR-EN-002-fe-kg,PR-EN-002-fe,en,problem_finding,,few_shot,kg,42.15114754798614,7.646868393263466,0.29411764705882354,0.14814814814814817,0.29411764705882354,0.9099187850952148,0.8955038189888,0.9018375873565674,3.8
PR-EN-003-fe-base,PR-EN-003-fe,en,problem_finding,,few_shot,none,56.54934466089882,11.421985585914948,0.5,0.3529411764705882,0.5,0.9266663193702698,0.8869979381561279,0.9038862586021423,3.8
PR-EN-003-fe-kg,PR-EN-003-fe,en,problem_finding,,few_shot,kg,24.348935051876232,5.307459623304766,0.3225806451612903,0.13793103448275862,0.3225806451612903,0.9457812309265137,0.8997980356216431,0.9166788458824158,4
PR-EN-004-fe-base,PR-EN-004-fe,en,problem_finding,,few_shot,none,56.54934466089882,11.421985585914948,0.5,0.3529411764705882,0.5,0.9266663193702698,0.8869979381561279,0.9038862586021423,3.8
PR-EN-004-fe-kg,PR-EN-004-fe,en,problem_finding,,few_shot,kg,56.54934466089882,11.421985585914948,0.5,0.3529411764705882,0.5,0.9266663193702698,0.8869979381561279,0.9038862586021423,3.8
PR-EN-005-fe-base,PR-EN-005-fe,en,problem_finding,,few_shot,none,39.72682430331276,16.669831963895472,0.48484848484848486,0.3225806451612903,0.48484848484848486,0.9511415958404541,0.9020221829414368,0.925930917263031,3.8
PR-EN-005-fe-kg,PR-EN-005-fe,en,problem_finding,,few_shot,kg,42.15114754798614,7.646868393263466,0.29411764705882354,0.14814814814814817,0.29411764705882354,0.9099187850952148,0.8955038189888,0.9018375873565674,3.8
PR-EN-006-fe-base,PR-EN-006-fe,en,problem_exploring,,few_shot,none,40.0,5.066196809932206,0.25,0.07407407407407407,0.17857142857142855,0.9007174968719482,0.8815127611160278,0.8865132927894592,4.2
PR-EN-006-fe-kg,PR-EN-006-fe,en,problem_exploring,,few_shot,kg,34.07253425937397,6.485008442161192,0.38888888888888884,0.17647058823529413,0.2777777777777778,0.9345210790634155,0.915969967842102,0.9251525402069092,4.6
PR-EN-007-fe-base,PR-EN-007-fe,en,problem_exploring,,few_shot,none,47.82608695652174,13.275045921297613,0.29090909090909095,0.11320754716981132,0.2545454545454545,0.9046782851219177,0.8807440400123596,0.8912879228591919,4.2
PR-EN-007-fe-kg,PR-EN-007-fe,en,problem_exploring,,few_shot,kg,65.0,22.75948301279327,0.5,0.2631578947368421,0.45,0.9332582354545593,0.9038744568824768,0.9183313846588135,4.6
PR-EN-008-fe-base,PR-EN-008-fe,en,problem_exploring,,few_shot,none,24.96656526359045,1.4445618600723782,0.20000000000000004,0.0,0.20000000000000004,0.9006603956222534,0.8923584222793579,0.896490216255188,4.4
PR-EN-008-fe-kg,PR-EN-008-fe,en,problem_exploring,,few_shot,kg,54.926443579899,20.377924119043477,0.46153846153846156,0.27027027027027023,0.358974358974359,0.9405705332756042,0.9278122782707214,0.9341478943824768,4.6
PR-EN-009-fe-base,PR-EN-009-fe,en,problem_exploring,,few_shot,none,47.61904761904761,6.108557268562174,0.3902439024390244,0.10256410256410256,0.24390243902439024,0.8950164914131165,0.8808233141899109,0.8878632187843323,4.4
PR-EN-009-fe-kg,PR-EN-009-fe,en,problem_exploring,,few_shot,kg,34.07253425937397,6.485008442161192,0.38888888888888884,0.17647058823529413,0.2777777777777778,0.9345210790634155,0.915969967842102,0.9251525402069092,4.6
PR-EN-010-fe-base,PR-EN-010-fe,en,problem_exploring,,few_shot,none,29.827977227145652,2.690293752604482,0.3157894736842105,0.05555555555555555,0.24390243902439024,0.9071029424667358,0.8894012570381165,0.8981648683547974,4.0
PR-EN-010-fe-kg,PR-EN-010-fe,en,problem_exploring,,few_shot,kg,35.91664480883533,3.2251491212595504,0.30303030303030304,0.12903225806451615,0.18181818181818185,0.8724111318588257,0.8532385230064392,0.8610848784446716,3.8
PR-EN-011-fe-base,PR-EN-011-fe,en,problem_generating,easy,few_shot,none,40.0,17.202650214787162,0.47457627118644063,0.19672131147540983,0.3389830508474576,0.8989462852478027,0.9140579104423523,0.9064390659332275,4
PR-EN-011-fe-kg,PR-EN-011-fe,en,problem_generating,easy,few_shot,kg,35.89743589743589,13.583266175611609,0.40579710144927533,0.14492753623188406,0.3188405797101449,0.8882843255996704,0.918097972869873,0.9029451012611389,4.2
PR-EN-012-fe-base,PR-EN-012-fe,en,problem_generating,easy,few_shot,none,42.857142857142854,14.397786194708658,0.47058823529411764,0.1818181818181818,0.3529411764705882,0.8910205960273743,0.9116916060447693,0.9012376070022583,4.4
PR-EN-012-fe-kg,PR-EN-012-fe,en,problem_generating,easy,few_shot,kg,37.03703703703704,18.373344524824237,0.4482758620689655,0.20689655172413796,0.35714285714285715,0.9014366269111633,0.9105650186538696,0.905853807926178,4
PR-EN-013-fe-base,PR-EN-013-fe,en,problem_generating,easy,few_shot,none,43.333333333333336,20.1857735807738,0.4482758620689655,0.20000000000000004,0.3793103448275862,0.9011180400848389,0.9152663350105286,0.9081370830535889,4.2
PR-EN-013-fe-kg,PR-EN-013-fe,en,problem_generating,easy,few_shot,kg,36.111111111111114,14.494568696092857,0.4,0.15151515151515152,0.33333333333333337,0.8919515013694763,0.918080747127533,0.9048274755477905,4.2
PR-EN-014-fe-base,PR-EN-014-fe,en,problem_generating,easy,few_shot,none,41.66666666666667,13.9800134566647,0.4857142857142857,0.17647058823529413,0.34285714285714286,0.8862479329109192,0.9123061895370483,0.8990882635116577,4.4
PR-EN-014-fe-kg,PR-EN-014-fe,en,problem_generating,easy,few_shot,kg,33.33333333333333,18.85701897725203,0.40579710144927533,0.1971830985915493,0.34782608695652173,0.8845779895782471,0.91899573802948,0.9014585018157959,4.2
PR-EN-015-fe-base,PR-EN-015-fe,en,problem_generating,easy,few_shot,none,42.42424242424242,15.642552269015997,0.45901639344262296,0.1904761904761905,0.36065573770491804,0.8938136696815491,0.9096357822418213,0.901655375957489,4.4
PR-EN-015-fe-kg,PR-EN-015-fe,en,problem_generating,easy,few_shot,kg,37.03703703703704,18.373344524824237,0.4482758620689655,0.20689655172413796,0.35714285714285715,0.8997501730918884,0.9101378917694092,0.9047254323959351,4.2
PR-EN-016-fe-base,PR-EN-016-fe,en,problem_generating,intermediate,few_shot,none,46.34146341463415,13.917963610259761,0.4418604651162791,0.20000000000000004,0.3055555555555555,0.8864548206329346,0.9063578844070435,0.8950575590133667,4.4
PR-EN-016-fe-kg,PR-EN-016-fe,en,problem_generating,intermediate,few_shot,kg,47.05882352941176,16.844218646481487,0.379746835443038,0.19047619047619047,0.30769230769230765,0.8946790099143982,0.9054118394851685,0.8992970585823059,4.4
PR-EN-017-fe-base,PR-EN-017-fe,en,problem_generating,intermediate,few_shot,none,36.17021276595745,8.308589872019086,0.35955056179775274,0.1379310344827586,0.2696629213483146,0.8828003406524658,0.8986666202545166,0.8875133395195007,4.4
